TRINITY_DN3752_c0_g1_i2	0	0	0	8.629691	0	2.214086
TRINITY_DN3752_c0_g1_i4	0.650168	6.895315	2.596401	7.956165	25.976444	0
TRINITY_DN3752_c0_g1_i6	0	0	0	0	0	1.562844
TRINITY_DN37811_c0_g1_i1	0.013007	0.031756	0	0.192115	0.329199	0
TRINITY_DN3806_c0_g2_i1	0	0.067433	0.40291	0	25.180427	0
TRINITY_DN3806_c0_g2_i11	3.801027	7.027051	12.165443	10.354116	7.54255	7.474386
TRINITY_DN3806_c0_g2_i12	45.398393	0.571591	68.059245	49.043128	21.665796	0
TRINITY_DN3806_c0_g2_i2	147.570953	160.40921	46.199142	248.863343	57.480554	36.217295
TRINITY_DN3806_c0_g2_i3	0	0	0	29.285818	0	0
TRINITY_DN3806_c0_g2_i5	16.768017	215.551969	180.954701	1.7286	99.32031	94.813215
TRINITY_DN3806_c0_g2_i6	5.028171	20.15068	17.944432	29.773517	30.353515	14.594692
TRINITY_DN3806_c0_g2_i7	6.579296	17.480631	4.766864	1.346576	0	7.580906
TRINITY_DN38689_c0_g1_i1	0.198928	0	0	0	0	0
TRINITY_DN38689_c0_g1_i2	0	0	0.047934	0.259904	0.237356	0.389093
TRINITY_DN3972_c1_g1_i1	0.044797	0	0.03945	0.454842	0	0
TRINITY_DN3972_c1_g1_i2	0	0	0.017205	0.137812	0	0
TRINITY_DN3972_c1_g1_i3	0.080536	0.741754	0.145163	0.588716	0	0
TRINITY_DN3972_c1_g1_i5	0.357518	0	0.474931	2.490258	0.216259	0
TRINITY_DN414_c0_g1_i1	1.84825	2.364397	2.807348	1.107065	1.117097	0.441398
TRINITY_DN414_c0_g1_i2	0	0	0	0	0	5.214291
TRINITY_DN414_c0_g1_i5	6.745917	10.178527	10.203003	7.828189	7.574796	1.339199
TRINITY_DN414_c0_g2_i1	0.41292	0.495472	0.334579	0	0	0
TRINITY_DN414_c0_g2_i2	0.365624	0.497231	0.285638	0.795025	0.799784	0
TRINITY_DN414_c0_g2_i3	3.226055	10.583966	8.680629	4.500683	19.19019	4.867971
TRINITY_DN414_c0_g2_i4	0.479682	0.988907	0.232758	1.337696	1.674068	0.859135
TRINITY_DN41557_c0_g1_i1	0.081607	0.12279	0.162987	0.084247	0.186931	0.058436
TRINITY_DN420_c0_g1_i1	1.199217	0.403471	1.670491	25.218486	0.080338	0.03397
TRINITY_DN420_c0_g1_i10	1.807898	4.987468	1.147232	9.257954	1.75316	1.225677
TRINITY_DN420_c0_g1_i3	8.729527	16.922937	22.20313	26.988566	13.618363	5.612339
TRINITY_DN420_c0_g1_i5	0.695966	11.258527	5.570022	15.037994	22.179049	10.985381
TRINITY_DN420_c0_g1_i6	1.467928	6.531814	6.118537	8.762552	8.897876	6.188541
TRINITY_DN420_c0_g1_i8	8.148847	27.495633	24.378848	16.065546	35.097427	16.037207
TRINITY_DN420_c0_g1_i9	181.721589	362.813543	258.409992	216.064552	140.265763	118.920117
TRINITY_DN4387_c0_g2_i1	0.235259	0.164261	0.14863	0.118389	0.078441	0.052655
TRINITY_DN44701_c0_g1_i1	0.562322	6.857964	4.380748	2.493413	1.175385	0.854673
TRINITY_DN48582_c0_g1_i1	0	0.104054	0.052927	0	0	0
TRINITY_DN48582_c0_g1_i2	0	0	0	0	0.362895	0
TRINITY_DN48582_c0_g1_i4	0.102748	0.093677	0	0.190391	0.115055	0.220281
TRINITY_DN4939_c0_g1_i10	0	0.356226	0	0	0.123293	0.212888
TRINITY_DN4939_c0_g1_i12	0	0.394229	0.239803	0.390561	0.660668	0.403073
TRINITY_DN4939_c0_g1_i2	0.420884	0	1.340086	1.332296	0	1.035659
TRINITY_DN4939_c0_g1_i8	0.21013	0.04411	0.268805	0.133373	0.208794	0
TRINITY_DN4939_c0_g1_i9	0.68842	0.920142	0	0	0.714826	0
TRINITY_DN521_c0_g1_i10	0	1.693627	0.506315	0	0	1.172842
TRINITY_DN521_c0_g1_i11	1.093863	0.772944	0	0	0	0
TRINITY_DN521_c0_g1_i13	0	0.863128	0	0	0.789668	0
TRINITY_DN521_c0_g1_i2	1.158384	1.417345	0.861549	1.377723	1.319106	1.24419
TRINITY_DN521_c0_g1_i4	0.68868	6.753079	1.604815	0.515155	7.121895	5.774685
TRINITY_DN521_c0_g1_i6	0	0	0.383032	1.011847	0	0
TRINITY_DN521_c0_g1_i7	0	4.14685	0.670711	0.060287	4.474364	2.752405
TRINITY_DN521_c0_g1_i8	0.186653	0.98366	0.104563	1.362251	1.323176	1.491129
TRINITY_DN521_c0_g1_i9	0.314242	0.211814	0.880358	2.39479	2.686965	1.282787
TRINITY_DN521_c0_g2_i1	2.201807	12.457412	14.883393	18.921343	16.865733	10.312981
TRINITY_DN521_c0_g3_i1	0	0	0.226913	0.780218	0.199082	0.462932
TRINITY_DN521_c0_g3_i2	1.934019	0.704596	1.328018	4.031266	0.481509	1.72484
TRINITY_DN521_c0_g3_i3	2.039951	10.538997	1.37269	0.605459	11.321502	12.502632
TRINITY_DN521_c1_g1_i1	1.43425	3.688976	1.075143	0.95469	6.646826	4.773841
TRINITY_DN521_c1_g1_i10	1.543409	6.229199	1.04666	0.343176	5.88086	3.777705
TRINITY_DN521_c1_g1_i11	0.179086	2.589621	0	0	0	1.368682
TRINITY_DN521_c1_g1_i2	2.85553	9.419422	4.095354	10.400475	10.84337	9.165935
TRINITY_DN521_c1_g1_i3	0.289604	1.259345	0.942084	0.859069	1.792214	1.293661
