Family	GeneID	Condition	Replicate	Sample	TPM
CarE	TRINITY_DN58976_c0_g1	Mul	3	Mul_mg3	0.113989
CarE	TRINITY_DN604_c0_g1	Dan	1	Dan_mg1	583.451471
CarE	TRINITY_DN604_c0_g1	Dan	2	Dan_mg2	549.737877
CarE	TRINITY_DN604_c0_g1	Dan	3	Dan_mg3	1522.0172830000001
CarE	TRINITY_DN604_c0_g1	Mul	1	Mul_mg1	571.098655
CarE	TRINITY_DN604_c0_g1	Mul	2	Mul_mg2	1493.007143
CarE	TRINITY_DN604_c0_g1	Mul	3	Mul_mg3	795.135999
CarE	TRINITY_DN665_c0_g1	Dan	1	Dan_mg1	33.449305
CarE	TRINITY_DN665_c0_g1	Dan	2	Dan_mg2	31.893776
CarE	TRINITY_DN665_c0_g1	Dan	3	Dan_mg3	31.835379
CarE	TRINITY_DN665_c0_g1	Mul	1	Mul_mg1	43.741825
CarE	TRINITY_DN665_c0_g1	Mul	2	Mul_mg2	56.578534
CarE	TRINITY_DN665_c0_g1	Mul	3	Mul_mg3	124.993016
CarE	TRINITY_DN69_c0_g1	Dan	1	Dan_mg1	224.300983
CarE	TRINITY_DN69_c0_g1	Dan	2	Dan_mg2	271.85749300000003
CarE	TRINITY_DN69_c0_g1	Dan	3	Dan_mg3	389.68120999999996
CarE	TRINITY_DN69_c0_g1	Mul	1	Mul_mg1	144.332576
CarE	TRINITY_DN69_c0_g1	Mul	2	Mul_mg2	178.875345
CarE	TRINITY_DN69_c0_g1	Mul	3	Mul_mg3	202.276665
CarE	TRINITY_DN920_c0_g1	Dan	1	Dan_mg1	180.352236
CarE	TRINITY_DN920_c0_g1	Dan	2	Dan_mg2	423.857169
CarE	TRINITY_DN920_c0_g1	Dan	3	Dan_mg3	334.737678
CarE	TRINITY_DN920_c0_g1	Mul	1	Mul_mg1	511.927886
CarE	TRINITY_DN920_c0_g1	Mul	2	Mul_mg2	453.930606
CarE	TRINITY_DN920_c0_g1	Mul	3	Mul_mg3	739.705277
CarE	TRINITY_DN9322_c0_g2	Dan	1	Dan_mg1	2.729488
CarE	TRINITY_DN9322_c0_g2	Dan	2	Dan_mg2	4.091293
CarE	TRINITY_DN9322_c0_g2	Dan	3	Dan_mg3	2.315495
CarE	TRINITY_DN9322_c0_g2	Mul	1	Mul_mg1	4.268961999999999
CarE	TRINITY_DN9322_c0_g2	Mul	2	Mul_mg2	3.431733
CarE	TRINITY_DN9322_c0_g2	Mul	3	Mul_mg3	4.287108
GST	TRINITY_DN114_c0_g1	Dan	1	Dan_mg1	114.21247100000001
GST	TRINITY_DN114_c0_g1	Dan	2	Dan_mg2	112.606572
GST	TRINITY_DN114_c0_g1	Dan	3	Dan_mg3	92.462179
GST	TRINITY_DN114_c0_g1	Mul	1	Mul_mg1	122.290464
GST	TRINITY_DN114_c0_g1	Mul	2	Mul_mg2	89.976414
GST	TRINITY_DN114_c0_g1	Mul	3	Mul_mg3	98.779982
GST	TRINITY_DN11666_c0_g1	Dan	1	Dan_mg1	59.648394
GST	TRINITY_DN11666_c0_g1	Dan	2	Dan_mg2	89.562112
GST	TRINITY_DN11666_c0_g1	Dan	3	Dan_mg3	48.077693
GST	TRINITY_DN11666_c0_g1	Mul	1	Mul_mg1	84.47549199999999
GST	TRINITY_DN11666_c0_g1	Mul	2	Mul_mg2	67.26394499999999
GST	TRINITY_DN11666_c0_g1	Mul	3	Mul_mg3	101.707523
GST	TRINITY_DN12434_c0_g2	Dan	1	Dan_mg1	5.977098
GST	TRINITY_DN12434_c0_g2	Dan	2	Dan_mg2	2.064915
GST	TRINITY_DN12434_c0_g2	Dan	3	Dan_mg3	10.395011
GST	TRINITY_DN12434_c0_g2	Mul	1	Mul_mg1	28.474612
GST	TRINITY_DN12434_c0_g2	Mul	2	Mul_mg2	16.79658
GST	TRINITY_DN12434_c0_g2	Mul	3	Mul_mg3	4.125835
GST	TRINITY_DN1310_c0_g1	Dan	1	Dan_mg1	134.150128
GST	TRINITY_DN1310_c0_g1	Dan	2	Dan_mg2	919.627843
GST	TRINITY_DN1310_c0_g1	Dan	3	Dan_mg3	82.06249199999999
GST	TRINITY_DN1310_c0_g1	Mul	1	Mul_mg1	452.23861
GST	TRINITY_DN1310_c0_g1	Mul	2	Mul_mg2	393.466949
GST	TRINITY_DN1310_c0_g1	Mul	3	Mul_mg3	75.406751
GST	TRINITY_DN1343_c0_g1	Dan	1	Dan_mg1	2.666962
GST	TRINITY_DN1343_c0_g1	Dan	2	Dan_mg2	4.029513
GST	TRINITY_DN1343_c0_g1	Dan	3	Dan_mg3	2.771708
GST	TRINITY_DN1343_c0_g1	Mul	1	Mul_mg1	3.9239059999999997
GST	TRINITY_DN1343_c0_g1	Mul	2	Mul_mg2	3.190048
GST	TRINITY_DN1343_c0_g1	Mul	3	Mul_mg3	2.836938
GST	TRINITY_DN13779_c0_g1	Dan	1	Dan_mg1	57.275219
GST	TRINITY_DN13779_c0_g1	Dan	2	Dan_mg2	85.028175
GST	TRINITY_DN13779_c0_g1	Dan	3	Dan_mg3	25.285469
GST	TRINITY_DN13779_c0_g1	Mul	1	Mul_mg1	76.546104
GST	TRINITY_DN13779_c0_g1	Mul	2	Mul_mg2	95.628602
GST	TRINITY_DN13779_c0_g1	Mul	3	Mul_mg3	69.264709
GST	TRINITY_DN1407_c0_g1	Dan	1	Dan_mg1	4.171001
GST	TRINITY_DN1407_c0_g1	Dan	2	Dan_mg2	236.423008
GST	TRINITY_DN1407_c0_g1	Dan	3	Dan_mg3	42.383383
GST	TRINITY_DN1407_c0_g1	Mul	1	Mul_mg1	302.843043
GST	TRINITY_DN1407_c0_g1	Mul	2	Mul_mg2	170.720751
GST	TRINITY_DN1407_c0_g1	Mul	3	Mul_mg3	34.364763
GST	TRINITY_DN1430_c2_g2	Dan	1	Dan_mg1	75.483824
GST	TRINITY_DN1430_c2_g2	Dan	2	Dan_mg2	96.2216
GST	TRINITY_DN1430_c2_g2	Dan	3	Dan_mg3	65.533336
GST	TRINITY_DN1430_c2_g2	Mul	1	Mul_mg1	121.314948
GST	TRINITY_DN1430_c2_g2	Mul	2	Mul_mg2	110.519987
GST	TRINITY_DN1430_c2_g2	Mul	3	Mul_mg3	110.809122
GST	TRINITY_DN163_c3_g1	Dan	1	Dan_mg1	1.267673
GST	TRINITY_DN163_c3_g1	Dan	2	Dan_mg2	3.911892
GST	TRINITY_DN163_c3_g1	Dan	3	Dan_mg3	0.263767
GST	TRINITY_DN163_c3_g1	Mul	1	Mul_mg1	3.886035
GST	TRINITY_DN163_c3_g1	Mul	2	Mul_mg2	3.155135
GST	TRINITY_DN163_c3_g1	Mul	3	Mul_mg3	3.318809
GST	TRINITY_DN1682_c0_g2	Dan	1	Dan_mg1	34.596573
GST	TRINITY_DN1682_c0_g2	Dan	2	Dan_mg2	52.163227000000006
GST	TRINITY_DN1682_c0_g2	Dan	3	Dan_mg3	4.623584
GST	TRINITY_DN1682_c0_g2	Mul	1	Mul_mg1	32.359995
GST	TRINITY_DN1682_c0_g2	Mul	2	Mul_mg2	39.067121
GST	TRINITY_DN1682_c0_g2	Mul	3	Mul_mg3	20.001053
GST	TRINITY_DN18158_c2_g1	Dan	1	Dan_mg1	0.0
GST	TRINITY_DN18158_c2_g1	Dan	2	Dan_mg2	0.834769
GST	TRINITY_DN18158_c2_g1	Dan	3	Dan_mg3	0.279039
GST	TRINITY_DN18158_c2_g1	Mul	1	Mul_mg1	0.092438
GST	TRINITY_DN18158_c2_g1	Mul	2	Mul_mg2	0.697079
GST	TRINITY_DN18158_c2_g1	Mul	3	Mul_mg3	0.0
GST	TRINITY_DN18158_c2_g2	Dan	1	Dan_mg1	0.0
GST	TRINITY_DN18158_c2_g2	Dan	2	Dan_mg2	0.0
GST	TRINITY_DN18158_c2_g2	Dan	3	Dan_mg3	0.01378
GST	TRINITY_DN18158_c2_g2	Mul	1	Mul_mg1	0.483617
GST	TRINITY_DN18158_c2_g2	Mul	2	Mul_mg2	3.760447
GST	TRINITY_DN18158_c2_g2	Mul	3	Mul_mg3	0.048699
GST	TRINITY_DN1824_c0_g1	Dan	1	Dan_mg1	6.71759
GST	TRINITY_DN1824_c0_g1	Dan	2	Dan_mg2	7.577001
GST	TRINITY_DN1824_c0_g1	Dan	3	Dan_mg3	5.120009
GST	TRINITY_DN1824_c0_g1	Mul	1	Mul_mg1	3.943155
GST	TRINITY_DN1824_c0_g1	Mul	2	Mul_mg2	3.10422
GST	TRINITY_DN1824_c0_g1	Mul	3	Mul_mg3	5.958991
GST	TRINITY_DN196_c0_g1	Dan	1	Dan_mg1	20.937583
GST	TRINITY_DN196_c0_g1	Dan	2	Dan_mg2	75.340624
GST	TRINITY_DN196_c0_g1	Dan	3	Dan_mg3	13.497852
GST	TRINITY_DN196_c0_g1	Mul	1	Mul_mg1	29.757789
GST	TRINITY_DN196_c0_g1	Mul	2	Mul_mg2	30.634876
GST	TRINITY_DN196_c0_g1	Mul	3	Mul_mg3	35.825061
GST	TRINITY_DN196_c1_g2	Dan	1	Dan_mg1	33.620211999999995
GST	TRINITY_DN196_c1_g2	Dan	2	Dan_mg2	54.670605
GST	TRINITY_DN196_c1_g2	Dan	3	Dan_mg3	31.227857999999998
GST	TRINITY_DN196_c1_g2	Mul	1	Mul_mg1	36.779561
GST	TRINITY_DN196_c1_g2	Mul	2	Mul_mg2	30.862761
GST	TRINITY_DN196_c1_g2	Mul	3	Mul_mg3	27.502089
GST	TRINITY_DN196_c6_g1	Dan	1	Dan_mg1	214.314858
GST	TRINITY_DN196_c6_g1	Dan	2	Dan_mg2	314.133576
GST	TRINITY_DN196_c6_g1	Dan	3	Dan_mg3	39.488433
GST	TRINITY_DN196_c6_g1	Mul	1	Mul_mg1	153.974637
GST	TRINITY_DN196_c6_g1	Mul	2	Mul_mg2	225.145662
GST	TRINITY_DN196_c6_g1	Mul	3	Mul_mg3	221.947356
GST	TRINITY_DN1970_c0_g1	Dan	1	Dan_mg1	5.094472
GST	TRINITY_DN1970_c0_g1	Dan	2	Dan_mg2	11.616484999999999
GST	TRINITY_DN1970_c0_g1	Dan	3	Dan_mg3	5.222049
GST	TRINITY_DN1970_c0_g1	Mul	1	Mul_mg1	23.655359999999998
GST	TRINITY_DN1970_c0_g1	Mul	2	Mul_mg2	8.541786
GST	TRINITY_DN1970_c0_g1	Mul	3	Mul_mg3	9.035599
GST	TRINITY_DN2000_c0_g1	Dan	1	Dan_mg1	2.690121
GST	TRINITY_DN2000_c0_g1	Dan	2	Dan_mg2	3.440723
GST	TRINITY_DN2000_c0_g1	Dan	3	Dan_mg3	2.542366
GST	TRINITY_DN2000_c0_g1	Mul	1	Mul_mg1	3.552317
GST	TRINITY_DN2000_c0_g1	Mul	2	Mul_mg2	3.710394
GST	TRINITY_DN2000_c0_g1	Mul	3	Mul_mg3	4.959569
GST	TRINITY_DN2379_c0_g3	Dan	1	Dan_mg1	7.154753
GST	TRINITY_DN2379_c0_g3	Dan	2	Dan_mg2	7.283024999999999
GST	TRINITY_DN2379_c0_g3	Dan	3	Dan_mg3	5.475772
GST	TRINITY_DN2379_c0_g3	Mul	1	Mul_mg1	10.123603000000001
GST	TRINITY_DN2379_c0_g3	Mul	2	Mul_mg2	10.791783
GST	TRINITY_DN2379_c0_g3	Mul	3	Mul_mg3	8.334092
GST	TRINITY_DN2529_c0_g1	Dan	1	Dan_mg1	3.54014
GST	TRINITY_DN2529_c0_g1	Dan	2	Dan_mg2	4.39028
GST	TRINITY_DN2529_c0_g1	Dan	3	Dan_mg3	2.882027
GST	TRINITY_DN2529_c0_g1	Mul	1	Mul_mg1	3.546255
GST	TRINITY_DN2529_c0_g1	Mul	2	Mul_mg2	3.675426
GST	TRINITY_DN2529_c0_g1	Mul	3	Mul_mg3	4.953489
UGT	TRINITY_DN11717_c0_g2	Dan	1	Dan_mg1	1.033641
UGT	TRINITY_DN11717_c0_g2	Dan	2	Dan_mg2	1.061489
UGT	TRINITY_DN11717_c0_g2	Dan	3	Dan_mg3	5.289692
UGT	TRINITY_DN11717_c0_g2	Mul	1	Mul_mg1	2.296463
UGT	TRINITY_DN11717_c0_g2	Mul	2	Mul_mg2	1.016772
UGT	TRINITY_DN11717_c0_g2	Mul	3	Mul_mg3	0.901815
UGT	TRINITY_DN12106_c1_g5	Dan	1	Dan_mg1	0.123093
UGT	TRINITY_DN12106_c1_g5	Dan	2	Dan_mg2	0.154383
UGT	TRINITY_DN12106_c1_g5	Dan	3	Dan_mg3	0.314569
UGT	TRINITY_DN12106_c1_g5	Mul	1	Mul_mg1	0.0
UGT	TRINITY_DN12106_c1_g5	Mul	2	Mul_mg2	0.0
UGT	TRINITY_DN12106_c1_g5	Mul	3	Mul_mg3	0.0
UGT	TRINITY_DN1342_c0_g2	Dan	1	Dan_mg1	2.363133
UGT	TRINITY_DN1342_c0_g2	Dan	2	Dan_mg2	4.55262
UGT	TRINITY_DN1342_c0_g2	Dan	3	Dan_mg3	2.80302
UGT	TRINITY_DN1342_c0_g2	Mul	1	Mul_mg1	3.7963739999999997
UGT	TRINITY_DN1342_c0_g2	Mul	2	Mul_mg2	2.714908
UGT	TRINITY_DN1342_c0_g2	Mul	3	Mul_mg3	3.186201
UGT	TRINITY_DN13580_c0_g1	Dan	1	Dan_mg1	0.129683
UGT	TRINITY_DN13580_c0_g1	Dan	2	Dan_mg2	0.217209
UGT	TRINITY_DN13580_c0_g1	Dan	3	Dan_mg3	0.175213
UGT	TRINITY_DN13580_c0_g1	Mul	1	Mul_mg1	0.214099
UGT	TRINITY_DN13580_c0_g1	Mul	2	Mul_mg2	0.062315
UGT	TRINITY_DN13580_c0_g1	Mul	3	Mul_mg3	0.115995
UGT	TRINITY_DN16531_c0_g1	Dan	1	Dan_mg1	0.100847
UGT	TRINITY_DN16531_c0_g1	Dan	2	Dan_mg2	0.7889349999999999
UGT	TRINITY_DN16531_c0_g1	Dan	3	Dan_mg3	0.348314
UGT	TRINITY_DN16531_c0_g1	Mul	1	Mul_mg1	0.382125
UGT	TRINITY_DN16531_c0_g1	Mul	2	Mul_mg2	0.22200199999999998
UGT	TRINITY_DN16531_c0_g1	Mul	3	Mul_mg3	0.29913100000000004
UGT	TRINITY_DN1687_c0_g1	Dan	1	Dan_mg1	6.278254
UGT	TRINITY_DN1687_c0_g1	Dan	2	Dan_mg2	8.758454
UGT	TRINITY_DN1687_c0_g1	Dan	3	Dan_mg3	5.843915
UGT	TRINITY_DN1687_c0_g1	Mul	1	Mul_mg1	10.933138
UGT	TRINITY_DN1687_c0_g1	Mul	2	Mul_mg2	8.49745
UGT	TRINITY_DN1687_c0_g1	Mul	3	Mul_mg3	10.407913
UGT	TRINITY_DN1689_c0_g1	Dan	1	Dan_mg1	7.946454
UGT	TRINITY_DN1689_c0_g1	Dan	2	Dan_mg2	25.276881000000003
UGT	TRINITY_DN1689_c0_g1	Dan	3	Dan_mg3	31.249921
UGT	TRINITY_DN1689_c0_g1	Mul	1	Mul_mg1	19.923954000000002
UGT	TRINITY_DN1689_c0_g1	Mul	2	Mul_mg2	35.437479999999994
UGT	TRINITY_DN1689_c0_g1	Mul	3	Mul_mg3	28.001607
UGT	TRINITY_DN1689_c0_g2	Dan	1	Dan_mg1	2.129996
UGT	TRINITY_DN1689_c0_g2	Dan	2	Dan_mg2	5.287048
UGT	TRINITY_DN1689_c0_g2	Dan	3	Dan_mg3	2.54413
UGT	TRINITY_DN1689_c0_g2	Mul	1	Mul_mg1	5.08407
UGT	TRINITY_DN1689_c0_g2	Mul	2	Mul_mg2	7.978708
UGT	TRINITY_DN1689_c0_g2	Mul	3	Mul_mg3	3.531019
UGT	TRINITY_DN1689_c1_g1	Dan	1	Dan_mg1	3.755762
UGT	TRINITY_DN1689_c1_g1	Dan	2	Dan_mg2	34.745565
UGT	TRINITY_DN1689_c1_g1	Dan	3	Dan_mg3	98.791162
UGT	TRINITY_DN1689_c1_g1	Mul	1	Mul_mg1	11.957431
UGT	TRINITY_DN1689_c1_g1	Mul	2	Mul_mg2	57.602584
UGT	TRINITY_DN1689_c1_g1	Mul	3	Mul_mg3	21.360155
UGT	TRINITY_DN17113_c0_g1	Dan	1	Dan_mg1	9.654888
UGT	TRINITY_DN17113_c0_g1	Dan	2	Dan_mg2	29.005478999999998
UGT	TRINITY_DN17113_c0_g1	Dan	3	Dan_mg3	2.489756
UGT	TRINITY_DN17113_c0_g1	Mul	1	Mul_mg1	12.190077
UGT	TRINITY_DN17113_c0_g1	Mul	2	Mul_mg2	9.98659
UGT	TRINITY_DN17113_c0_g1	Mul	3	Mul_mg3	5.387942
UGT	TRINITY_DN18424_c0_g1	Dan	1	Dan_mg1	0.368825
UGT	TRINITY_DN18424_c0_g1	Dan	2	Dan_mg2	0.093295
UGT	TRINITY_DN18424_c0_g1	Dan	3	Dan_mg3	0.182206
UGT	TRINITY_DN18424_c0_g1	Mul	1	Mul_mg1	0.083295
UGT	TRINITY_DN18424_c0_g1	Mul	2	Mul_mg2	0.255039
UGT	TRINITY_DN18424_c0_g1	Mul	3	Mul_mg3	0.277485
UGT	TRINITY_DN20280_c0_g1	Dan	1	Dan_mg1	0.059255
UGT	TRINITY_DN20280_c0_g1	Dan	2	Dan_mg2	0.635531
UGT	TRINITY_DN20280_c0_g1	Dan	3	Dan_mg3	0.786593
UGT	TRINITY_DN20280_c0_g1	Mul	1	Mul_mg1	1.558065
UGT	TRINITY_DN20280_c0_g1	Mul	2	Mul_mg2	2.007727
UGT	TRINITY_DN20280_c0_g1	Mul	3	Mul_mg3	0.523187
UGT	TRINITY_DN20280_c1_g1	Dan	1	Dan_mg1	5.658831
UGT	TRINITY_DN20280_c1_g1	Dan	2	Dan_mg2	9.306498000000001
UGT	TRINITY_DN20280_c1_g1	Dan	3	Dan_mg3	4.218475
UGT	TRINITY_DN20280_c1_g1	Mul	1	Mul_mg1	3.370591
UGT	TRINITY_DN20280_c1_g1	Mul	2	Mul_mg2	2.78133
UGT	TRINITY_DN20280_c1_g1	Mul	3	Mul_mg3	1.9501959999999998
UGT	TRINITY_DN21024_c0_g1	Dan	1	Dan_mg1	0.21420499999999998
UGT	TRINITY_DN21024_c0_g1	Dan	2	Dan_mg2	0.121119
UGT	TRINITY_DN21024_c0_g1	Dan	3	Dan_mg3	0.037355
UGT	TRINITY_DN21024_c0_g1	Mul	1	Mul_mg1	0.281326
UGT	TRINITY_DN21024_c0_g1	Mul	2	Mul_mg2	0.056718
UGT	TRINITY_DN21024_c0_g1	Mul	3	Mul_mg3	0.096835
UGT	TRINITY_DN2328_c0_g1	Dan	1	Dan_mg1	1.776133
UGT	TRINITY_DN2328_c0_g1	Dan	2	Dan_mg2	3.1264279999999998
UGT	TRINITY_DN2328_c0_g1	Dan	3	Dan_mg3	1.2443469999999999
UGT	TRINITY_DN2328_c0_g1	Mul	1	Mul_mg1	3.89707
UGT	TRINITY_DN2328_c0_g1	Mul	2	Mul_mg2	5.439541
UGT	TRINITY_DN2328_c0_g1	Mul	3	Mul_mg3	4.151612
UGT	TRINITY_DN2332_c0_g1	Dan	1	Dan_mg1	0.37447199999999997
UGT	TRINITY_DN2332_c0_g1	Dan	2	Dan_mg2	0.875033
UGT	TRINITY_DN2332_c0_g1	Dan	3	Dan_mg3	1.089035
UGT	TRINITY_DN2332_c0_g1	Mul	1	Mul_mg1	2.1118669999999997
UGT	TRINITY_DN2332_c0_g1	Mul	2	Mul_mg2	1.700726
UGT	TRINITY_DN2332_c0_g1	Mul	3	Mul_mg3	1.204294
UGT	TRINITY_DN243_c0_g1	Dan	1	Dan_mg1	7.2975710000000005
UGT	TRINITY_DN243_c0_g1	Dan	2	Dan_mg2	15.196076999999999
UGT	TRINITY_DN243_c0_g1	Dan	3	Dan_mg3	7.986296
UGT	TRINITY_DN243_c0_g1	Mul	1	Mul_mg1	11.984983
UGT	TRINITY_DN243_c0_g1	Mul	2	Mul_mg2	10.213438
UGT	TRINITY_DN243_c0_g1	Mul	3	Mul_mg3	6.244917999999999
UGT	TRINITY_DN28473_c0_g1	Dan	1	Dan_mg1	18.415325000000003
UGT	TRINITY_DN28473_c0_g1	Dan	2	Dan_mg2	23.091063000000002
UGT	TRINITY_DN28473_c0_g1	Dan	3	Dan_mg3	10.722594
UGT	TRINITY_DN28473_c0_g1	Mul	1	Mul_mg1	27.299452000000002
UGT	TRINITY_DN28473_c0_g1	Mul	2	Mul_mg2	32.262144
UGT	TRINITY_DN28473_c0_g1	Mul	3	Mul_mg3	31.388655
UGT	TRINITY_DN3225_c0_g1	Dan	1	Dan_mg1	6.0947189999999996
UGT	TRINITY_DN3225_c0_g1	Dan	2	Dan_mg2	8.354085
UGT	TRINITY_DN3225_c0_g1	Dan	3	Dan_mg3	3.221646
UGT	TRINITY_DN3225_c0_g1	Mul	1	Mul_mg1	11.565831000000001
UGT	TRINITY_DN3225_c0_g1	Mul	2	Mul_mg2	12.629284
UGT	TRINITY_DN3225_c0_g1	Mul	3	Mul_mg3	14.98264
UGT	TRINITY_DN3269_c0_g1	Dan	1	Dan_mg1	0.827584
UGT	TRINITY_DN3269_c0_g1	Dan	2	Dan_mg2	4.857129
UGT	TRINITY_DN3269_c0_g1	Dan	3	Dan_mg3	2.404615
UGT	TRINITY_DN3269_c0_g1	Mul	1	Mul_mg1	5.004505
UGT	TRINITY_DN3269_c0_g1	Mul	2	Mul_mg2	3.596346
UGT	TRINITY_DN3269_c0_g1	Mul	3	Mul_mg3	2.7421499999999996
UGT	TRINITY_DN37939_c0_g1	Dan	1	Dan_mg1	0.0
UGT	TRINITY_DN37939_c0_g1	Dan	2	Dan_mg2	0.11529
UGT	TRINITY_DN37939_c0_g1	Dan	3	Dan_mg3	0.0
UGT	TRINITY_DN37939_c0_g1	Mul	1	Mul_mg1	0.584784
UGT	TRINITY_DN37939_c0_g1	Mul	2	Mul_mg2	0.178017
UGT	TRINITY_DN37939_c0_g1	Mul	3	Mul_mg3	0.0
UGT	TRINITY_DN38523_c0_g1	Dan	1	Dan_mg1	0.129397
UGT	TRINITY_DN38523_c0_g1	Dan	2	Dan_mg2	0.0
UGT	TRINITY_DN38523_c0_g1	Dan	3	Dan_mg3	0.0
UGT	TRINITY_DN38523_c0_g1	Mul	1	Mul_mg1	0.460268
UGT	TRINITY_DN38523_c0_g1	Mul	2	Mul_mg2	0.086072
UGT	TRINITY_DN38523_c0_g1	Mul	3	Mul_mg3	0.0
UGT	TRINITY_DN39303_c0_g1	Dan	1	Dan_mg1	0.472639
UGT	TRINITY_DN39303_c0_g1	Dan	2	Dan_mg2	1.316953
UGT	TRINITY_DN39303_c0_g1	Dan	3	Dan_mg3	1.200679
UGT	TRINITY_DN39303_c0_g1	Mul	1	Mul_mg1	0.184577
UGT	TRINITY_DN39303_c0_g1	Mul	2	Mul_mg2	0.308598
UGT	TRINITY_DN39303_c0_g1	Mul	3	Mul_mg3	0.158382
UGT	TRINITY_DN41259_c0_g1	Dan	1	Dan_mg1	0.0
UGT	TRINITY_DN41259_c0_g1	Dan	2	Dan_mg2	0.199383
UGT	TRINITY_DN41259_c0_g1	Dan	3	Dan_mg3	0.015886
UGT	TRINITY_DN41259_c0_g1	Mul	1	Mul_mg1	0.13243
UGT	TRINITY_DN41259_c0_g1	Mul	2	Mul_mg2	0.163409
UGT	TRINITY_DN41259_c0_g1	Mul	3	Mul_mg3	0.133702
UGT	TRINITY_DN5199_c0_g1	Dan	1	Dan_mg1	2.191733
UGT	TRINITY_DN5199_c0_g1	Dan	2	Dan_mg2	3.018588
UGT	TRINITY_DN5199_c0_g1	Dan	3	Dan_mg3	3.269663
UGT	TRINITY_DN5199_c0_g1	Mul	1	Mul_mg1	1.561503
UGT	TRINITY_DN5199_c0_g1	Mul	2	Mul_mg2	1.421593
UGT	TRINITY_DN5199_c0_g1	Mul	3	Mul_mg3	3.765416
UGT	TRINITY_DN5252_c0_g3	Dan	1	Dan_mg1	1.29303
UGT	TRINITY_DN5252_c0_g3	Dan	2	Dan_mg2	1.151784
UGT	TRINITY_DN5252_c0_g3	Dan	3	Dan_mg3	0.048143
UGT	TRINITY_DN5252_c0_g3	Mul	1	Mul_mg1	1.0726
UGT	TRINITY_DN5252_c0_g3	Mul	2	Mul_mg2	0.834281
UGT	TRINITY_DN5252_c0_g3	Mul	3	Mul_mg3	0.916146
UGT	TRINITY_DN566_c0_g2	Dan	1	Dan_mg1	1.746635
UGT	TRINITY_DN566_c0_g2	Dan	2	Dan_mg2	7.336517
UGT	TRINITY_DN566_c0_g2	Dan	3	Dan_mg3	3.519595
UGT	TRINITY_DN566_c0_g2	Mul	1	Mul_mg1	27.848549
UGT	TRINITY_DN566_c0_g2	Mul	2	Mul_mg2	36.628184000000005
UGT	TRINITY_DN566_c0_g2	Mul	3	Mul_mg3	46.396887
UGT	TRINITY_DN60107_c0_g1	Dan	1	Dan_mg1	0.0
UGT	TRINITY_DN60107_c0_g1	Dan	2	Dan_mg2	0.0
UGT	TRINITY_DN60107_c0_g1	Dan	3	Dan_mg3	0.0
UGT	TRINITY_DN60107_c0_g1	Mul	1	Mul_mg1	0.151394
UGT	TRINITY_DN60107_c0_g1	Mul	2	Mul_mg2	0.288742
UGT	TRINITY_DN60107_c0_g1	Mul	3	Mul_mg3	0.0
UGT	TRINITY_DN654_c0_g1	Dan	1	Dan_mg1	9.166821
UGT	TRINITY_DN654_c0_g1	Dan	2	Dan_mg2	31.721735000000002
UGT	TRINITY_DN654_c0_g1	Dan	3	Dan_mg3	3.038342
UGT	TRINITY_DN654_c0_g1	Mul	1	Mul_mg1	34.639143000000004
UGT	TRINITY_DN654_c0_g1	Mul	2	Mul_mg2	22.315785
UGT	TRINITY_DN654_c0_g1	Mul	3	Mul_mg3	17.459799999999998
UGT	TRINITY_DN6816_c0_g1	Dan	1	Dan_mg1	24.3708
UGT	TRINITY_DN6816_c0_g1	Dan	2	Dan_mg2	30.029187
UGT	TRINITY_DN6816_c0_g1	Dan	3	Dan_mg3	29.835898
UGT	TRINITY_DN6816_c0_g1	Mul	1	Mul_mg1	34.382098
UGT	TRINITY_DN6816_c0_g1	Mul	2	Mul_mg2	52.662732999999996
UGT	TRINITY_DN6816_c0_g1	Mul	3	Mul_mg3	41.431509
UGT	TRINITY_DN7259_c0_g1	Dan	1	Dan_mg1	36.369519
UGT	TRINITY_DN7259_c0_g1	Dan	2	Dan_mg2	38.682338
UGT	TRINITY_DN7259_c0_g1	Dan	3	Dan_mg3	13.504367
UGT	TRINITY_DN7259_c0_g1	Mul	1	Mul_mg1	57.411431
UGT	TRINITY_DN7259_c0_g1	Mul	2	Mul_mg2	69.061377
UGT	TRINITY_DN7259_c0_g1	Mul	3	Mul_mg3	76.276684
UGT	TRINITY_DN729_c0_g1	Dan	1	Dan_mg1	62.322720000000004
UGT	TRINITY_DN729_c0_g1	Dan	2	Dan_mg2	78.210143
UGT	TRINITY_DN729_c0_g1	Dan	3	Dan_mg3	38.267896
UGT	TRINITY_DN729_c0_g1	Mul	1	Mul_mg1	101.659454
UGT	TRINITY_DN729_c0_g1	Mul	2	Mul_mg2	102.97134700000001
UGT	TRINITY_DN729_c0_g1	Mul	3	Mul_mg3	122.10296
UGT	TRINITY_DN7973_c0_g1	Dan	1	Dan_mg1	19.042175999999998
UGT	TRINITY_DN7973_c0_g1	Dan	2	Dan_mg2	24.161050000000003
UGT	TRINITY_DN7973_c0_g1	Dan	3	Dan_mg3	12.304905
UGT	TRINITY_DN7973_c0_g1	Mul	1	Mul_mg1	30.573038
UGT	TRINITY_DN7973_c0_g1	Mul	2	Mul_mg2	35.68721
UGT	TRINITY_DN7973_c0_g1	Mul	3	Mul_mg3	34.873977000000004
UGT	TRINITY_DN8039_c0_g1	Dan	1	Dan_mg1	0.603016
